"s","p","o"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/205","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/madeByBrownOakWithInsectHoles","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/madeByBrownOakWithInsectHoles","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/madeByBrownOakWithInsectHoles","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/madeByBrownOakWithInsectHoles","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/brownOak"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/madeByBrownOakWithInsectHoles","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/insectHoles"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/206","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/206","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasProperty","http://kgc.knowledge-graph.jp/data/SpeckledBand/madeByBrownOakWithInsectHoles"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/206","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/wall_of_bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/wall_of_bedroom_of_Julia","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/wall_of_bedroom_of_Julia","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/wall_of_bedroom_of_Julia","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/wall"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/wall_of_bedroom_of_Julia","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/wall_of_bedroom_of_Julia","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/wall_of_bedroom_of_Julia","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/sit","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/chair","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/208","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/208","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/investigate"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/208","http://kgc.knowledge-graph.jp/ontology/kgc.owl#how","http://kgc.knowledge-graph.jp/data/SpeckledBand/carefully"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/208","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/208","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/213"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/208","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/213","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/213","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/investigate"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/213","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/213","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/214"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/213","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/floor_of_bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/209","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/209","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/exit"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/209","http://kgc.knowledge-graph.jp/ontology/kgc.owl#near","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/209","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/210","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/210","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/exit"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/210","http://kgc.knowledge-graph.jp/ontology/kgc.owl#on","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/210","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/211","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/211","http://kgc.knowledge-graph.jp/ontology/kgc.owl#from","http://kgc.knowledge-graph.jp/data/SpeckledBand/bed"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/211","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/go"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/211","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/211","http://kgc.knowledge-graph.jp/ontology/kgc.owl#to","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_housekeeper"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_housekeeper","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_housekeeper","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Place"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_housekeeper","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_housekeeper","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/housekeeper"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/212","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/212","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/exit"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/212","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/212","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/two_years_ago"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/two_years_ago","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/214","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/214","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/pull"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/214","http://kgc.knowledge-graph.jp/ontology/kgc.owl#how","http://kgc.knowledge-graph.jp/data/SpeckledBand/strongly"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/214","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/214","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/215"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/214","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/pull","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/strongly","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/215","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/215","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/notWork"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/215","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/215","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/218"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/215","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/216"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notWork","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notWork","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#NotAction"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notWork","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not","http://kgc.knowledge-graph.jp/data/SpeckledBand/work"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/bell","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/216","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/216","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasProperty","http://kgc.knowledge-graph.jp/data/SpeckledBand/beTied"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/216","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/216","http://kgc.knowledge-graph.jp/ontology/kgc.owl#therefore","http://kgc.knowledge-graph.jp/data/SpeckledBand/217"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/216","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/ventilator"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/218","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/218","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasProperty","http://kgc.knowledge-graph.jp/data/SpeckledBand/strange"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/218","http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/218","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/218","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/219"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/beTied","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/ventilator","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/217","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/217","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/notWork"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/217","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/217","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/216"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/strange","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/219","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/219","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/pull"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/219","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/219","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/220"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/219","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/232"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/219","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Thought"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/have"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/strange_points"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/221"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/226"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/220","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/227"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/investigate"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Holmes"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/233"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/234"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/235"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/236"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/237"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/238"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/239"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/240"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/241"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/232","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/strange_points","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/221","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/221","http://kgc.knowledge-graph.jp/ontology/kgc.owl#from","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/221","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/go"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/221","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/ventilator"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/221","http://kgc.knowledge-graph.jp/ontology/kgc.owl#to","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/221","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/222"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/226","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/226","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/beModified"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/226","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/227","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/227","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/have"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/227","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/227","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/interesting_features"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/227","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/228"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/227","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/229"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/227","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/231"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/222","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/222","http://kgc.knowledge-graph.jp/ontology/kgc.owl#from","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/222","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/notGo"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/222","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/ventilator"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/222","http://kgc.knowledge-graph.jp/ontology/kgc.owl#to","http://kgc.knowledge-graph.jp/data/SpeckledBand/garden_of_mansion"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notGo","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notGo","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#NotAction"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notGo","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not","http://kgc.knowledge-graph.jp/data/SpeckledBand/go"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/garden_of_mansion","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/garden_of_mansion","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/garden"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/garden_of_mansion","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/mansion"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/223","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/223","http://kgc.knowledge-graph.jp/ontology/kgc.owl#at_the_same_time","http://kgc.knowledge-graph.jp/data/SpeckledBand/224"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/223","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/open"
